118719609522,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden"
118719608146,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719600879,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719590338,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719585877,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden"
118719585430,"Ja, für 6 bis 12 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden"
118719583858,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719565260,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden"
118719560234,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719559146,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden"
118719554786,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden"
118719550176,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719549032,"Ja, für 6 bis 12 Stunden","Nein, auf keinen Fall","Nein, auf keinen Fall","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden"
118719545936,"Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719545213,"Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719540468,"Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, für 3 bis 6 Stunden","Ja, aber maximal für 3 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden"
118719539315,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719538617,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719538578,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118719534721,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden"
118719536194,"Ja, aber maximal für 3 Stunden","Nein, auf keinen Fall","Ja, für maximal 24 Stunden","Ja, aber maximal für 3 Stunden","Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden"
118718418410,"Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Nein, auf keinen Fall","Ja, für 6 bis 12 Stunden","Ja, für maximal 24 Stunden"
118718417818,"Ja, für maximal 24 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
118717793319,"Ja, für 6 bis 12 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für 3 bis 6 Stunden","Ja, für maximal 24 Stunden","Ja, für maximal 24 Stunden"
